ID,Rating
149548,5
150094,5
150124,1
150272,2
150630,3
150641,4
151428,4
152928,4
155739,2
156804,3
159643,3
160713,3
162982,2
164488,5
166822,4
167588,5
169818,5
169945,3
170435,3
170832,4
172058,5
172300,5
172388,2
172481,4
172565,5
172708,2
172733,5
173771,4
173991,5
175670,5
183468,3
186563,3
187732,2
187832,5
188097,2
188130,4
188143,3
188180,3
188268,5
188400,5
188501,5
188846,4
188907,5
189047,3
189226,4
189235,5
189322,2
189464,4
189588,3
189704,5
189726,5
189757,3
189982,2
190011,2
190020,2
190040,5
190078,5
190466,4
190752,3
191213,4
191417,5
191806,4
191813,4
192061,4
192393,3
192552,4
192763,4
192944,2
193114,4
193140,3
193311,4
193591,4
194466,5
194837,5
195007,5
195014,4
195095,2
195190,4
195266,5
195331,5
195395,1
195460,3
195607,5
195751,2
195811,4
196001,5
196149,5
196294,3
196397,5
196455,5
197046,5
197108,4
197121,3
197333,5
197345,4
197553,3
197659,2
197728,3
197825,4
198039,5
198049,5
198086,4
198118,4
198157,4
198672,5
198693,5
198874,5
203734,2
205562,4
205583,3
205716,5
206631,4
207214,3
207957,4
207965,4
209684,3
209988,4
210063,3
210188,5
210603,5
210753,5
211001,5
217480,3
217585,3
217586,4
217805,4
217902,1
218072,1
218219,3
218323,4
218331,4
218563,4
218993,4
219118,5
219203,2
219384,3
220075,4
220323,4
220361,4
220626,5
220660,4
220874,4
220909,1
221006,4
221080,4
221278,4
221810,4
221912,4
222029,5
222103,3
222427,3
222452,4
222540,4
222804,4
222886,3
223133,2
223142,2
223176,3
223225,5
231596,4
232351,4
233758,4
234624,4
235556,5
236858,3
237210,5
237980,2
238023,3
238222,3
239516,2
240394,3
241685,4
242006,3
244590,4
246045,2
246185,5
247726,2
248077,1
250364,1
250836,3
250849,4
251092,4
251777,4
251831,3
252779,4
252891,3
253613,4
255347,3
255405,4
255867,4
256474,3
256481,4
257909,3
257929,3
258117,4
258261,3
259578,3
260632,2
262063,3
262906,3
263838,1
264017,4
265012,4
265925,5
266034,4
266643,5
266680,2
266715,4
266947,5
267265,4
267320,4
267536,3
267795,4
268044,5
268106,3
268282,4
268394,5
268627,3
268940,3
269168,5
269214,4
269816,5
269857,5
269905,5
269967,3
270069,5
270199,5
271150,5
271175,5
271202,3
271256,5
271757,5
272774,3
273180,4
273356,3
274569,3
275542,1
275999,3
276694,3
276915,4
277211,3
277600,1
283984,4
284038,5
284153,4
284166,5
284199,5
284371,5
284511,4
284648,5
284705,4
284778,5
285080,5
285157,5
285164,5
285252,5
285592,5
285596,5
285605,4
285865,5
285913,4
286257,3
286517,5
286706,4
287010,5
287064,5
287740,4
287867,5
288011,3
288369,4
288568,5
289471,5
289526,2
289661,2
289679,5
289812,4
291647,3
291683,4
292404,4
292640,3
293191,2
293742,2
293787,3
293914,5
294105,4
294971,4
309090,4
310319,4
312435,3
314181,5
314502,4
314529,5
314600,5
314679,4
315302,5
315712,2
315786,5
315997,4
316430,5
316861,3
316911,4
317234,3
317576,5
317646,4
318225,4
319584,4
319750,3
319933,3
320518,3
321326,4
321594,2
321760,4
321787,4
321841,3
322104,4
322228,5
322311,2
322950,3
323992,5
324391,2
332217,3
332658,4
333248,4
333683,3
334368,5
334685,3
335272,3
335672,5
335954,4
336319,4
337776,2
338019,4
338214,4
341913,2
342566,2
343596,2
351949,1
354497,3
355849,1
357237,1
357644,1
357857,2
359150,2
361410,1
362103,2
365046,4
367013,4
367620,3
367855,3
370732,5
371073,4
371134,3
372390,5
373095,5
373352,4
373583,3
374932,2
375072,4
376764,2
377084,3
377178,3
377934,2
378212,4
378642,3
378806,4
379044,5
379219,3
379258,4
379480,2
379789,3
379871,2
384600,1
386214,1
387825,4
390798,4
393357,3
394571,4
395744,4
397519,3
397715,5
398342,5
405882,2
406858,3
408125,3
409572,3
410752,4
413563,4
415537,3
422511,3
423601,3
424229,3
425763,3
425848,1
426489,3
436878,2
441050,3
445120,4
448492,5
457721,3
461067,5
461662,4
463278,4
463963,4
464980,2
465165,1
466725,3
467532,4
469629,3
469908,4
469966,3
470248,3
473654,3
481891,2
486466,3
488543,4
488729,3
488861,4
489577,3
493493,3
493947,3
494578,3
494769,1
496853,1
499775,2
501683,4
502150,2
502682,5
503237,4
506041,2
507156,4
507792,3
508206,4
508572,3
509771,3
510323,4
510445,3
510482,2
510924,4
511225,4
512444,3
512947,2
513252,3
523945,5
530580,3
532091,5
535168,3
535185,4
536589,2
538325,5
538912,4
541418,3
542916,4
543347,3
551973,4
556148,3
556149,4
556959,4
557074,4
557227,3
558047,2
558091,2
558162,3
558163,5
558313,3
558488,3
558758,4
558800,4
559270,1
559704,4
559864,4
560830,4
561276,5
562439,3
563333,3
566054,1
566200,3
566368,3
567235,5
567620,3
567666,3
568042,3
568993,1
569529,2
570137,1
570517,3
572524,2
572582,2
573570,5
573874,5
573885,5
573924,5
574002,4
574084,3
574157,4
574509,4
574544,5
574546,4
574570,4
574582,5
574646,5
574856,4
574899,5
574998,2
575053,5
575108,3
575251,4
575265,5
575373,4
575562,5
575571,4
575667,4
575806,5
575916,5
575956,4
576009,5
576078,4
576108,5
576131,4
576206,5
576353,4
576535,4
576598,5
576664,5
576675,3
576683,5
576923,4
577015,4
577060,5
577065,5
577117,5
577142,5
577203,5
577485,5
577672,5
577699,5
577867,5
578164,5
578192,4
578232,5
578265,5
578320,5
578366,3
578634,4
578701,4
578807,4
578858,4
578868,5
579025,5
579263,5
579347,5
579551,5
579742,4
579767,4
579781,5
580184,3
580430,5
580444,5
580707,5
580711,4
581218,5
581437,3
581648,5
581704,5
581744,5
581857,4
582066,5
582260,4
582403,4
582571,5
582715,5
582907,3
582988,4
583227,1
583457,4
583500,5
583505,5
583585,4
583642,4
583828,5
584311,4
584593,4
584623,4
584908,5
584943,4
585700,5
586824,2
587864,3
588291,4
588450,4
589936,5
589996,3
591159,4
592128,2
595956,4
596843,4
602701,4
610721,3
613901,2
620531,4
622924,4
622980,3
624493,2
625190,3
625804,5
625981,1
626620,2
627967,3
629831,4
641010,4
641224,4
644529,4
644588,2
645691,3
646090,5
648360,2
649411,1
659975,2
665165,1
668877,1
669152,4
675807,4
676945,5
679588,3
680113,1
680598,3
681216,2
682569,3
682671,4
682706,4
682857,4
683142,2
683501,4
683802,2
683893,3
683902,4
684254,4
684570,4
685041,3
685083,2
685734,4
685974,2
687131,2
687864,5
689080,2
689515,4
689802,4
690432,5
690575,4
691044,3
691239,4
691245,4
693286,3
693521,4
694633,1
694637,4
694652,2
695094,3
696204,4
696377,3
697453,3
698654,2
699341,1
699658,3
710792,1
712195,4
716530,2
720602,4
724901,5
724974,2
725258,5
725648,3
725709,4
725735,4
725929,3
726415,4
726924,4
727417,4
727643,3
727885,4
727917,4
728286,4
728449,4
729261,4
729392,4
729928,4
730002,5
730166,5
730315,4
730326,4
730337,5
730456,5
730715,4
730804,4
731247,5
731309,5
731329,5
732572,4
733674,4
733813,3
734662,3
734871,4
734905,4
735379,2
736008,4
738347,3
742968,1
742993,2
743293,3
743675,3
744155,3
744587,5
745860,3
746115,2
746387,4
746613,1
746723,2
747083,3
747250,1
747381,4
747656,1
748863,3
748877,3
750167,5
750206,3
750316,4
751108,5
753216,4
757471,2
758820,5
761952,2
763818,5
764085,5
765050,3
768079,2
769439,4
770461,4
772617,3
773596,4
776487,4
776497,4
777185,3
777591,3
780496,2
783240,4
785537,1
785690,4
786488,2
786930,3
787096,4
787559,1
787741,2
788533,2
789432,3
789938,2
790875,3
793813,4
793931,3
794008,4
794082,4
794138,4
794605,3
794853,4
795302,3
795394,5
795800,4
796155,3
796188,4
796417,4
796686,2
796797,3
797074,3
797539,4
798406,4
798568,5
799184,5
799400,5
799546,3
799675,5
800313,5
800846,5
801109,4
801819,4
801944,5
802097,5
802808,5
803130,5
803824,5
804054,3
805829,4
806101,4
806424,4
806546,3
806591,2
806707,5
807300,3
807657,5
807750,4
808027,4
808170,3
808462,4
808571,5
809492,4
809751,3
811092,4
812059,3
812286,3
814018,4
814023,3
815030,3
815363,3
815862,3
816018,5
816334,5
816503,4
816608,4
816609,5
816792,5
817029,1
817145,5
817485,2
817508,3
817608,3
817746,3
817752,3
817882,4
817894,4
818115,5
819145,3
820602,3
820612,3
820698,3
820867,5
820869,3
822476,4
823323,1
829007,4
829147,4
832330,3
832538,3
833049,4
834153,1
836928,1
838739,2
839993,5
840300,4
840356,3
840983,4
841267,4
841296,4
841844,3
842435,2
842691,4
842967,3
844324,4
845459,2
845629,5
847824,4
848661,3
851688,1
852030,1
852693,3
853169,2
853692,4
855239,3
855407,2
856859,2
857415,1
857421,3
857465,2
857801,1
859360,2
859576,4
859772,2
860057,2
860404,2
860414,3
861446,3
861597,3
862456,1
862510,3
862730,2
863110,3
863143,2
863274,3
863308,4
863496,3
863505,2
863509,1
863667,1
868720,2
870713,5
870736,4
871550,3
872805,5
872898,3
875586,4
875596,5
876852,5
876876,4
877050,5
878035,5
879792,2
883920,2
900323,4
901945,2
904437,4
905776,5
911982,3
916779,2
922707,4
923655,4
929186,4
930235,3
930664,4
930869,2
930897,3
931490,3
931775,3
932088,2
932455,1
932519,3
932682,3
933686,4
934108,4
934803,3
934864,4
935079,3
936563,3
939076,2
939394,2
941521,3
941923,4
944325,4
952987,4
953098,3
970512,2
972898,1
973923,1
975173,1
976322,2
979277,3
979335,4
980466,1
980943,4
981145,5
981347,4
982961,3
984161,2
988868,1
992824,4
993071,3
993143,2
993679,2
994908,2
995413,3
995902,3
1000410,2
1003086,4
1003326,1
1003985,3
1004061,4
1004391,5
1005471,3
1005778,2
1005824,4
1006847,3
1008116,2
1008209,2
1014194,3
1036293,1
1037228,3
1037286,3
1037807,3
1038079,4
1040652,3
1041104,2
1044375,2
1045547,5
1047553,2
1052034,5
1052540,4
1054321,5
1056291,5
1058051,4
1060673,3
1061365,4
1063108,4
1063468,2
1063931,3
1064296,2
1064988,1
1065417,2
1066098,2
1066129,4
1066403,3
1066651,2
1066660,4
1067031,3
1067046,4
1067248,1
1067458,3
1068091,2
1068182,3
1068208,2
1069702,2
1070838,2
1076787,4
1088230,4
1088547,5
1090942,4
1092455,4
1092661,5
1101302,3
1103115,4
1103364,4
1104484,3
1105594,2
1105787,1
1106278,2
1106370,3
1106414,4
1106633,3
1106794,1
1107370,2
1107985,1
1109242,4
1109417,4
1110377,3
1110722,3
1114665,1
1115560,4
1115613,3
1116840,3
1116875,3
1117608,3
1117674,2
1123070,3
1123414,2
1136632,4
1137763,4
1138718,5
1140205,3
1140545,5
1141339,3
1141773,4
1141834,3
1141838,5
1141982,3
1142028,5
1142148,4
1142164,5
1142302,5
1142634,5
1142788,3
1142970,4
1143316,4
1143575,4
1143984,3
1144293,3
1144318,4
1144413,4
1144422,4
1144443,5
1144682,2
1145051,4
1145194,5
1146158,4
1146284,4
1146369,5
1146389,4
1146476,5
1146631,5
1146710,5
1146841,5
1146993,4
1147086,5
1147194,5
1148043,5
1148227,2
1149826,4
1149889,3
1151572,2
1151718,4
1152571,3
1153504,3
1153589,3
1157271,3
1158640,3
1159014,4
1162047,2
1164680,3
1164738,3
1164820,2
1172098,2
1176895,4
1178173,3
1180654,3
1181176,4
1181728,3
1182521,3
1182634,3
1184024,5
1184075,4
1184108,3
1184162,3
1184889,2
1185699,4
1186201,4
1186339,3
1186357,4
1186715,5
1186803,3
1186960,3
1187248,2
1187269,4
1187372,3
1188192,3
1188389,4
1188579,2
1189880,5
1191955,3
1192116,5
1193042,4
1193545,5
1194361,3
1194643,3
1195864,3
1196118,4
1196542,5
1197498,2
1197702,3
1200312,4
1201536,4
1202564,1
1204255,1
1207807,2
1208268,3
1208448,5
1209060,3
1209211,3
1209250,4
1209459,4
1210197,4
1210395,4
1211399,4
1211947,4
1212172,3
1212191,4
1212507,1
1212770,3
1213119,1
1213231,4
1213245,4
1213251,3
1213327,4
1213551,5
1213692,4
1214442,5
1214497,3
1215359,4
1215489,4
1215831,4
1216067,3
1216390,4
1219493,4
1219819,2
1222173,2
1222348,4
1222963,2
1225714,3
1233043,3
1234455,4
1236648,2
1236776,2
1262492,5
1262751,5
1262892,3
1263483,5
1264099,4
1264555,5
1264721,4
1265092,5
1265865,5
1265939,5
1266257,5
1266833,4
1267147,5
1267554,4
1268291,4
1270017,4
1270719,5
1270922,3
1271132,5
1271178,3
1271703,3
1271971,4
1271979,3
1272589,4
1272749,4
1272779,4
1273015,5
1274148,5
1274346,4
1274995,1
1279540,3
1280750,3
1281326,5
1282133,5
1282507,4
1284941,4
1285924,3
1289852,5
1299597,4
1300192,3
1301680,3
1302108,5
1302939,3
1303348,4
1304385,4
1304879,5
1304916,3
1305530,3
1305971,4
1305973,5
1306141,4
1306365,3
1307214,2
1307254,3
1307872,4
1307887,3
1308650,3
1308947,5
1308974,2
1309344,5
1309783,4
1310091,5
1310356,3
1310421,4
1310501,2
1317119,2
1324951,4
1325171,4
1326127,3
1327738,5
1333250,5
1333539,2
1333650,2
1336885,3
1340059,3
1340756,5
1346953,5
1346979,5
1347010,5
1347077,4
1347183,5
1347238,5
1347270,5
1347331,5
1347357,3
1347362,5
1347601,4
1347829,4
1347944,5
1347973,3
1348124,4
1348126,5
1348239,4
1348251,5
1348302,3
1348555,4
1348836,4
1348860,5
1348875,4
1348900,5
1349094,4
1349099,5
1349287,5
1349315,5
1349493,5
1349545,5
1349589,5
1349689,5
1349721,5
1349741,3
1349760,4
1349786,5
1349854,5
1349858,4
1349980,5
1350064,3
1350112,5
1350183,5
1350503,5
1350506,5
1350575,4
1350584,3
1350618,5
1350632,5
1350722,4
1350758,5
1350772,5
1350965,5
1351075,5
1351078,5
1351194,5
1351315,4
1351462,5
1351542,2
1351682,5
1351967,5
1352037,5
1352064,5
1352176,5
1352236,5
1352457,5
1352514,5
1352628,2
1352649,5
1352680,4
1352768,5
1353524,3
1353747,3
1354009,4
1355079,5
1355283,4
1355827,4
1356916,3
1358541,2
1358562,5
1359149,5
1361250,4
1362998,5
1364425,5
1367748,4
1369761,2
1371107,4
1371181,5
1372069,1
1372132,5
1372254,4
1372905,5
1373104,3
1373211,4
1373503,3
1373770,5
1374043,3
1374350,3
1375494,3
1375771,4
1376005,4
1376162,5
1376563,4
1376700,5
1377328,2
1377746,5
1377966,5
1378029,4
1378227,5
1378277,5
1378364,5
1378599,4
1379497,2
1379623,5
1379682,3
1380418,3
1381230,2
1381534,4
1381763,3
1382722,1
1385912,4
1386608,3
1388226,3
1389178,1
1398742,4
1400033,3
1401393,2
1405073,5
1406028,1
1406203,2
1407785,5
1414746,4
1414782,4
1416540,4
1417209,5
1417362,4
1418620,2
1418881,1
1419026,3
1422244,1
1423903,3
1425342,4
1431583,3
1433846,3
1434511,2
1438124,1
1438615,1
1440014,3
1441868,1
1442336,3
1446995,3
1447238,3
1448410,3
1450994,4
1453766,2
1462186,3
1462251,5
1464217,4
1464629,3
1466514,4
1466836,5
1466981,5
1466988,4
1468185,3
1469047,3
1469895,3
1472135,4
1472771,4
1473556,4
1473664,5
1474633,1
1475412,1
1476127,3
1476651,3
1476832,3
1477141,2
1478683,3
1479051,3
1479535,2
1492452,4
1493420,1
1493592,3
1493610,3
1494341,5
1494947,4
1495064,4
1495131,4
1495869,2
1496149,3
1496455,2
1498378,3
1498599,5
1499921,4
1500144,3
1505139,4
1505332,4
1505692,5
1506124,4
1507241,4
1507688,4
1516404,3
1517489,3
1517776,4
1517821,3
1517923,2
1518038,4
1518125,3
1518916,3
1518923,4
1519288,3
1519455,3
1520094,1
1520328,2
1520512,3
1520884,4
1521004,4
1521378,4
1521982,2
1522128,1
1522609,4
1522942,4
1522945,4
1523416,5
1523459,4
1523557,3
1524051,4
1524359,4
1524385,5
1524572,4
1525021,4
1525275,3
1525702,4
1525704,4
1525884,4
1526023,3
1526150,5
1526189,4
1527365,3
1527392,3
1527494,4
1527601,3
1540224,5
1540362,5
1540387,5
1540419,3
1540589,5
1540738,3
1540755,5
1540886,5
1540932,5
1540997,5
1541123,3
1541265,3
1541404,3
1541557,4
1541991,5
1542018,4
1542111,4
1542204,5
1542251,5
1542281,2
1542313,5
1542341,1
1542510,5
1542778,3
1542793,3
1542835,4
1542902,1
1543322,4
1543338,3
1543415,5
1543432,5
1543499,5
1543562,3
1543576,3
1543725,4
1544133,4
1544190,5
1544206,2
1544210,5
1544410,5
1544432,5
1544592,4
1544841,1
1544932,5
1545016,5
1545208,5
1545224,3
1545375,5
1545542,4
1545664,4
1545715,4
1554455,4
1555303,2
1558791,4
1563050,4
1563242,3
1564473,3
1564527,5
1564870,5
1564982,4
1565021,4
1565050,3
1565517,5
1565828,3
1566317,4
1566651,4
1566708,3
1566718,4
1567805,3
1567890,4
1568188,4
1568282,4
1568372,4
1568472,3
1568805,4
1569023,5
1569276,4
1569765,4
1570302,5
1578277,3
1582166,4
1583051,3
1583293,4
1584424,2
1585314,2
1585335,2
1585712,3
1585779,3
1585866,2
1585966,3
1586100,3
1586211,2
1586546,3
1586671,4
1586954,3
1587931,2
1588073,3
1588092,3
1588385,2
1593688,3
1599060,2
1599763,2
1601017,3
1602056,4
1602195,5
1603205,4
1603308,4
1603896,5
1604112,4
1604131,5
1604410,5
1604419,5
1604670,5
1604945,5
1605417,5
1605780,4
1605826,4
1606042,4
1607696,3
1607887,4
1607892,4
1608403,2
1609642,3
1610226,4
1611361,5
1611817,4
1612051,4
1615682,4
1615797,5
1616734,1
1618226,3
1630362,5
1633873,1
1636996,4
1638959,3
1639873,5
1640060,4
1641018,3
1641803,4
1641886,5
1642253,5
1643209,4
1643358,3
1646444,4
1647228,1
1648022,2
1648968,1
1649939,3
1649971,4
1650290,4
1650343,3
1650620,5
1650703,4
1650711,5
1650893,5
1651146,4
1651285,4
1651498,4
1652027,4
1652262,5
1652331,3
1652691,4
1653086,2
1653355,4
1653548,3
1653788,1
1653803,4
1653840,2
1653844,2
1654070,4
1654319,4
1654791,3
1654821,4
1655063,2
1655358,5
1655870,3
1656449,3
1656557,2
1657818,4
1658030,4
1659548,4
1660413,3
1660540,4
1661204,5
1661223,4
1661376,5
1661541,5
1661730,4
1661798,5
1661976,5
1662003,5
1662048,5
1662049,5
1662267,5
1662278,5
1662466,4
1662488,5
1662621,5
1662662,3
1662668,4
1662671,5
1662954,5
1663092,5
1663093,3
1663205,4
1663219,5
1663270,5
1663291,4
1663314,5
1663696,5
1663702,5
1663837,4
1663864,5
1664095,3
1664326,5
1664395,5
1664408,5
1664444,5
1664484,4
1664598,5
1664719,5
1664972,4
1665026,4
1665085,5
1665112,4
1665256,5
1665288,4
1665440,5
1665550,5
1665724,5
1665748,4
1665782,5
1666135,5
1666188,5
1666466,4
1666848,4
1667910,4
1670513,5
1670959,4
1671027,5
1672398,3
1679406,5
1683499,2
1686401,5
1688556,4
1710150,4
1710436,4
1711544,1
1712365,1
1712853,1
1713311,3
1713927,1
1714236,3
1714914,1
1715068,4
1715470,5
1715746,4
1717528,1
1718118,3
1718485,4
1719225,3
1719453,1
1722141,4
1722155,5
1722377,2
1722602,4
1723207,2
1723296,3
1723397,3
1724127,3
1724635,4
1724676,4
1724742,5
1724913,4
1725093,4
1725272,4
1725920,3
1726063,3
1726095,5
1726387,3
1726553,3
1726755,3
1727024,3
1727072,4
1727216,3
1727225,3
1727898,3
1730003,5
1730620,4
1731879,4
1732969,1
1743500,2
1743817,4
1744503,3
1744998,5
1745432,5
1745717,5
1746101,5
1746518,4
1746879,2
1748443,4
1748742,3
1748944,2
1749383,2
1750099,3
1750109,3
1750111,4
1750224,4
1750404,5
1750509,4
1751024,5
1751248,1
1755580,4
1757099,4
1769826,4
1770330,5
1771304,3
1771427,3
1771765,3
1771946,5
1772481,4
1773103,4
1773176,4
1773182,1
1773805,5
1773830,5
1774305,3
1774371,3
1774775,2
1774957,2
1775266,4
1775446,4
1775881,2
1776763,3
1778242,2
1779784,5
1779934,4
1781123,3
1781599,5
1781957,5
1782395,5
1782471,4
1782694,2
1783649,5
1784242,5
1784485,4
1784640,5
1785679,5
1786089,4
1786245,4
1786459,3
1791815,4
1792677,3
1800547,1
1800552,4
1800832,4
1803807,3
1803979,3
1804409,3
1804520,5
1804776,3
1804932,4
1811865,3
1812073,2
1812313,4
1813110,1
1813240,4
1813241,4
1813944,4
1814313,4
1814862,3
1815125,2
1815251,3
1815556,1
1815950,4
1816046,3
1816398,2
1816426,4
1816751,3
1817900,3
1817905,3
1818111,2
1818364,5
1818931,5
1819015,5
1819098,4
1820381,4
1820393,4
1821085,1
1823140,4
1823235,4
1824958,2
1824970,3
1825351,3
1827566,3
1836725,4
1837162,3
1837663,4
1837746,5
1838504,4
1839240,4
1839376,4
1839982,4
1840278,5
1842369,4
1842470,2
1842758,3
1842886,3
1843029,4
1843116,4
1843179,5
1843253,3
1843778,4
1844350,3
1844814,4
1844891,4
1845038,5
1845163,3
1845425,4
1845451,4
1845549,2
1845622,5
1845876,3
1846010,2
1846172,3
1846423,5
1846635,4
1846669,4
1846827,2
1847536,5
1847761,3
1848019,4
1848043,3
1848790,3
1850260,3
1850316,3
1851582,4
1852684,3
1853092,3
1853371,2
1853691,5
1855234,3
1856482,4
1858371,5
1859783,4
1860711,4
1862647,1
1863843,2
1864428,3
1865982,4
1867173,4
1867357,4
1867360,4
1867899,2
1868032,4
1868082,5
1868897,1
1869118,5
1869403,3
1869478,2
1870033,5
1870251,3
1870296,3
1870809,5
1870933,4
1870988,3
1871253,2
1871407,5
1871410,3
1871658,3
1871753,3
1871906,4
1871948,4
1872054,3
1879262,1
1882505,1
1883839,2
1884252,4
1884527,5
1884624,5
1884691,5
1884735,2
1884837,5
1884898,5
1884907,5
1884949,5
1885107,5
1885141,5
1885161,4
1885360,3
1885372,4
1885423,3
1885641,4
1885656,4
1885932,5
1885961,4
1886012,5
1886093,4
1886205,4
1886376,3
1886590,4
1886655,3
1886661,4
1886755,5
1886874,2
1886910,5
1886987,5
1887025,4
1887128,3
1887178,5
1887224,4
1887262,5
1887275,5
1887285,4
1887528,1
1887582,3
1887600,4
1887688,4
1887749,4
1887813,4
1887817,5
1887868,5
1887945,5
1887953,5
1888136,5
1888443,4
1888482,3
1888638,4
1888688,4
1888794,5
1888820,5
1888848,2
1888902,4
1888927,4
1889118,3
1889137,4
1889205,5
1889297,3
1889660,4
1889692,3
1889864,4
1889870,5
1889877,4
1889895,4
1890053,4
1890250,4
1890467,5
1890509,5
1890573,1
1890987,4
1891066,3
1891245,3
1891641,4
1892117,3
1892630,5
1892755,4
1892899,3
1893196,4
1893240,3
1893461,3
1894025,4
1894399,4
1894403,4
1894630,3
1895033,4
1895051,4
1895108,5
1895321,5
1895330,5
1895673,4
1895852,5
1896008,2
1896027,4
1896434,4
1896882,4
1899366,4
1901418,4
1907269,3
1910690,1
1916058,3
1916440,3
1918490,2
1919182,2
1919488,4
1919787,3
1920181,3
1920261,2
1920407,3
1921012,4
1921345,3
1922452,5
1923034,4
1923103,3
1924495,3
1925222,2
1925378,4
1926189,3
1926781,4
1932040,5
1932809,3
1933016,4
1933128,5
1933289,3
1933407,5
1933458,1
1933850,4
1934048,4
1934356,4
1934532,2
1934716,5
1934785,3
1935152,3
1935165,2
1935182,5
1935277,3
1935364,5
1935555,2
1936092,5
1936207,4
1936750,4
1937081,3
1937154,4
1937277,5
1937355,4
1937485,3
1937899,5
1938303,5
1938314,4
1938322,4
1939732,2
1943039,4
1945314,1
1947106,1
1947281,5
1947402,3
1949799,4
1949942,2
1950519,5
1950953,1
1951021,3
1951110,1
1951179,3
1951270,2
1951638,4
1951964,4
1952118,4
1952587,5
1952642,1
1952702,4
1952802,5
1953246,1
1953789,2
1953856,4
1954015,3
1954058,3
1954418,3
1954444,1
1954930,3
1955087,4
1955354,2
1955446,4
1955583,3
1956270,4
1956500,3
1956871,3
1957962,4
1958018,3
1958161,2
1958298,4
1958619,4
1958741,4
1959084,5
1959090,3
1959352,1
1959535,3
1959687,5
1959698,3
1959735,3
1959760,4
1959762,4
1960185,5
1960512,4
1960839,4
1961096,3
1961621,3
1962250,3
1962705,4
1962978,2
1965131,4
1969963,4
1970872,3
1971512,3
1971607,4
1972182,5
1972206,2
1972606,1
1973144,2
1974040,1
1974394,3
1976595,3
1976676,4
1977211,4
1977445,5
1979368,2
1979936,2
1981133,4
1982152,2
1983399,4
1983422,4
1983486,4
1983787,2
1983858,3
1985024,5
1985592,4
1985924,4
1986562,3
1987261,5
1988175,5
1990455,4
1993572,2
1995324,3
1995533,4
1997079,2
1997700,1
2007365,3
2007569,3
2007647,4
2008858,3
2009861,4
2009984,4
2010448,4
2011649,5
2012004,5
2012712,2
2012860,3
2012997,2
2013051,4
2013339,4
2013405,3
